Arrest_Quarter,Perceived_Race,Sex,Age_group__at_arrest_,ArrestLocDiv,Occurrence_Category,Actions_at_arrest___Concealed_i,Actions_at_arrest___Combative__,Actions_at_arrest___Resisted__d,Actions_at_arrest___Mental_inst,Actions_at_arrest___Assaulted_o,Actions_at_arrest___Cooperative,cfs_list
0,Unknown or Legacy,M,2,XX,Other Statute & Other Incident Type,0,0,0,0,0,0,"[[0, 'Unknown or Legacy', 'M', 2, '53', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 2, '53', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 2, '53', 'Other Statute & Other Incident Type', 0, 1, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 2, '53', 'Other Statute & Other Incident Type', 1, 0, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 2, '53', 'Other Statute & Other Incident Type', 0, 0, 1, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 2, '53', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 2, '53', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 2, '53', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 2, '53', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 2, '53', 'Other Statute & Other Incident Type', 0, 0, 0, 1, 0, 0, 1]]"
0,East/Southeast Asian,M,2,XX,Sexual Related Crimes & Crimes Against Children,0,0,0,0,0,0,"[[0, 'East/Southeast Asian', 'M', 2, '14', 'Sexual Related Crimes & Crimes Against Children', 0, 0, 0, 0, 0, 0, 1], [0, 'East/Southeast Asian', 'M', 2, '14', 'Sexual Related Crimes & Crimes Against Children', 1, 0, 0, 0, 0, 0, 1], [0, 'East/Southeast Asian', 'M', 2, '55', 'Sexual Related Crimes & Crimes Against Children', 1, 0, 0, 0, 0, 0, 1], [0, 'East/Southeast Asian', 'M', 2, 'XX', 'Sexual Related Crimes & Crimes Against Children', 0, 0, 0, 1, 0, 0, 1], [0, 'East/Southeast Asian', 'M', 2, 'XX', 'Sexual Related Crimes & Crimes Against Children', 0, 0, 0, 0, 0, 1, 1], [0, 'East/Southeast Asian', 'M', 2, '51', 'Sexual Related Crimes & Crimes Against Children', 0, 0, 0, 0, 0, 0, 1], [0, 'East/Southeast Asian', 'M', 2, '32', 'Sexual Related Crimes & Crimes Against Children', 0, 0, 0, 0, 0, 0, 1], [0, 'East/Southeast Asian', 'M', 2, 'XX', 'Sexual Related Crimes & Crimes Against Children', 0, 0, 0, 0, 0, 0, 1], [0, 'East/Southeast Asian', 'M', 2, 'XX', 'Sexual Related Crimes & Crimes Against Children', 0, 1, 0, 0, 0, 0, 1], [0, 'East/Southeast Asian', 'M', 2, 'XX', 'Sexual Related Crimes & Crimes Against Children', 0, 0, 1, 0, 0, 1, 1]]"
4,South Asian,M,3,51,LLA,0,0,0,0,0,0,[]
0,White,M,5,12,Mischief,0,0,0,0,0,1,"[[0, 'White', 'M', 5, '42', 'Mischief', 0, 0, 1, 0, 0, 1, 1], [0, 'White', 'M', 5, '42', 'Mischief', 1, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 5, '53', 'Mischief', 1, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 5, '55', 'Mischief', 1, 0, 0, 1, 0, 1, 1], [0, 'White', 'M', 5, '42', 'Mischief', 1, 1, 0, 0, 0, 1, 1], [0, 'White', 'M', 5, '53', 'Mischief', 0, 0, 0, 0, 1, 1, 1], [0, 'White', 'M', 5, '53', 'Mischief', 0, 0, 1, 1, 1, 1, 1], [0, 'White', 'M', 5, '55', 'Mischief', 0, 0, 1, 0, 0, 1, 1], [0, 'White', 'M', 5, '53', 'Mischief', 1, 1, 0, 0, 0, 1, 1], [0, 'White', 'M', 5, '55', 'Mischief', 0, 1, 0, 1, 0, 1, 1]]"
4,White,F,5,XX,Robbery & Theft,0,0,0,0,0,0,"[[4, 'White', 'F', 5, '52', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [4, 'White', 'F', 5, '14', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [4, 'White', 'F', 5, '14', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [4, 'White', 'F', 5, '52', 'Robbery & Theft', 0, 1, 0, 0, 0, 0, 1], [4, 'White', 'F', 5, '52', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [4, 'White', 'F', 5, '14', 'Robbery & Theft', 1, 1, 0, 0, 0, 0, 1], [4, 'White', 'F', 5, '14', 'Robbery & Theft', 1, 0, 0, 0, 0, 1, 1], [4, 'White', 'F', 5, '14', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [4, 'White', 'F', 5, '52', 'Robbery & Theft', 1, 0, 0, 0, 0, 0, 1], [4, 'White', 'F', 5, '52', 'Robbery & Theft', 1, 0, 0, 0, 0, 0, 1]]"
3,White,M,5,XX,Other Statute,0,0,0,0,0,1,[]
0,Black,F,2,12,Impaired,0,0,0,0,0,1,"[[0, 'Black', 'F', 2, '23', 'Impaired', 1, 0, 0, 0, 0, 1, 1], [0, 'Black', 'F', 2, '23', 'Impaired', 0, 1, 0, 1, 0, 1, 1], [0, 'Black', 'F', 2, '23', 'Impaired', 0, 1, 0, 0, 0, 1, 1], [0, 'Black', 'F', 2, '23', 'Impaired', 0, 0, 0, 0, 0, 1, 1], [0, 'Black', 'F', 2, '23', 'Impaired', 0, 0, 1, 0, 0, 1, 1], [0, 'Black', 'F', 2, '23', 'Impaired', 0, 0, 1, 0, 0, 1, 1], [0, 'Black', 'F', 2, '23', 'Impaired', 0, 0, 1, 0, 0, 1, 1], [0, 'Black', 'F', 2, '23', 'Impaired', 0, 0, 1, 0, 0, 0, 1], [0, 'Black', 'F', 2, '23', 'Impaired', 0, 0, 0, 0, 0, 1, 1], [0, 'Black', 'F', 2, '23', 'Impaired', 0, 0, 0, 0, 0, 1, 1]]"
3,Latino,F,3,31,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,"[[3, 'Latino', 'F', 3, '31', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [3, 'Latino', 'F', 3, '31', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [3, 'Latino', 'F', 3, '43', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [3, 'Latino', 'F', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [3, 'Latino', 'F', 3, '52', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [3, 'Latino', 'F', 3, '31', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1], [3, 'Latino', 'F', 3, '31', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 1, 1, 1], [3, 'Latino', 'F', 3, '31', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [3, 'Latino', 'F', 3, '31', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 1, 0, 1], [3, 'Latino', 'F', 3, '31', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 1, 1, 1]]"
3,Black,M,4,XX,Other Statute & Other Incident Type,0,0,0,0,0,0,"[[3, 'Black', 'M', 4, '53', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 0, 1], [3, 'Black', 'M', 4, '14', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 0, 1], [3, 'Black', 'M', 4, '53', 'Other Statute & Other Incident Type', 1, 0, 1, 0, 0, 0, 1], [3, 'Black', 'M', 4, '53', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 0, 1], [3, 'Black', 'M', 4, '53', 'Other Statute & Other Incident Type', 0, 0, 0, 1, 0, 0, 1], [3, 'Black', 'M', 4, '55', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 0, 1], [3, 'Black', 'M', 4, '55', 'Other Statute & Other Incident Type', 0, 0, 0, 1, 0, 0, 1], [3, 'Black', 'M', 4, '14', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 0, 1], [3, 'Black', 'M', 4, '53', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 0, 1], [3, 'Black', 'M', 4, '14', 'Other Statute & Other Incident Type', 0, 0, 1, 0, 0, 0, 1]]"
1,South Asian,M,4,XX,Weapons & Homicide,0,0,0,0,0,0,"[[1, 'South Asian', 'M', 4, '51', 'Weapons & Homicide', 0, 0, 0, 1, 0, 0, 1], [1, 'South Asian', 'M', 4, '23', 'Weapons & Homicide', 0, 1, 0, 0, 0, 0, 1], [1, 'South Asian', 'M', 4, '43', 'Weapons & Homicide', 1, 0, 0, 0, 0, 0, 1], [1, 'South Asian', 'M', 4, '12', 'Weapons & Homicide', 0, 0, 0, 0, 0, 0, 1], [1, 'South Asian', 'M', 4, '41', 'Weapons & Homicide', 1, 0, 0, 0, 0, 0, 1], [1, 'South Asian', 'M', 4, '42', 'Weapons & Homicide', 0, 0, 0, 0, 0, 0, 1], [1, 'South Asian', 'M', 4, '32', 'Weapons & Homicide', 0, 0, 0, 0, 0, 0, 1], [1, 'South Asian', 'M', 4, '51', 'Weapons & Homicide', 0, 0, 0, 0, 0, 0, 1], [1, 'South Asian', 'M', 4, '31', 'Weapons & Homicide', 1, 0, 0, 0, 0, 0, 1], [1, 'South Asian', 'M', 4, 'XX', 'Weapons & Homicide', 0, 0, 0, 0, 0, 0, 1]]"
1,White,M,6,23,Impaired,0,0,0,0,0,0,"[[1, 'White', 'M', 6, '23', 'Impaired', 0, 0, 1, 0, 0, 0, 1], [1, 'White', 'M', 6, '23', 'Impaired', 1, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 6, '23', 'Impaired', 0, 0, 1, 0, 0, 1, 1], [1, 'White', 'M', 6, '23', 'Impaired', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 6, '23', 'Impaired', 1, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 6, '23', 'Impaired', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 6, '23', 'Impaired', 1, 0, 1, 0, 0, 1, 1], [1, 'White', 'M', 6, '23', 'Impaired', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 6, '23', 'Impaired', 1, 0, 1, 0, 0, 0, 1], [1, 'White', 'M', 6, '23', 'Impaired', 1, 0, 0, 0, 0, 0, 1]]"
4,Unknown or Legacy,M,0,XX,Warrant,0,0,0,0,0,0,"[[4, 'Unknown or Legacy', 'M', 0, '51', 'Warrant', 0, 0, 0, 0, 0, 0, 1], [4, 'Unknown or Legacy', 'M', 0, '51', 'Warrant', 0, 1, 0, 0, 0, 0, 1], [4, 'Unknown or Legacy', 'M', 0, '53', 'Warrant', 0, 0, 0, 0, 0, 0, 1], [4, 'Unknown or Legacy', 'M', 0, '53', 'Warrant', 1, 0, 0, 0, 0, 0, 1], [4, 'Unknown or Legacy', 'M', 0, '51', 'Warrant', 0, 0, 0, 1, 0, 0, 1], [4, 'Unknown or Legacy', 'M', 0, '51', 'Warrant', 0, 1, 0, 0, 0, 0, 1], [4, 'Unknown or Legacy', 'M', 0, '51', 'Warrant', 0, 0, 0, 1, 0, 1, 1], [4, 'Unknown or Legacy', 'M', 0, '51', 'Warrant', 0, 1, 0, 1, 0, 0, 1], [4, 'Unknown or Legacy', 'M', 0, '51', 'Warrant', 0, 0, 0, 0, 0, 0, 1], [4, 'Unknown or Legacy', 'M', 0, '51', 'Warrant', 0, 1, 0, 1, 0, 1, 1]]"
0,Black,M,5,22,Assault,0,0,0,0,0,1,"[[0, 'Black', 'M', 5, '14', 'Assault', 1, 0, 1, 1, 0, 1, 1], [0, 'Black', 'M', 5, '14', 'Assault', 0, 0, 1, 1, 0, 0, 1], [0, 'Black', 'M', 5, '53', 'Assault', 1, 0, 0, 0, 0, 1, 1], [0, 'Black', 'M', 5, '14', 'Assault', 0, 0, 0, 0, 0, 0, 1], [0, 'Black', 'M', 5, '14', 'Assault', 1, 0, 1, 0, 0, 1, 1], [0, 'Black', 'M', 5, '53', 'Assault', 1, 0, 0, 0, 0, 1, 1], [0, 'Black', 'M', 5, '53', 'Assault', 1, 0, 1, 0, 1, 1, 1], [0, 'Black', 'M', 5, '53', 'Assault', 0, 1, 1, 0, 0, 1, 1], [0, 'Black', 'M', 5, '53', 'Assault', 1, 1, 1, 0, 1, 1, 1], [0, 'Black', 'M', 5, '14', 'Assault', 0, 0, 0, 1, 0, 1, 1]]"
4,White,M,5,XX,Assault,0,0,0,0,0,1,[]
3,White,F,3,XX,Police Category - Administrative,0,0,0,0,0,1,"[[3, 'White', 'F', 3, '53', 'Police Category - Administrative', 1, 0, 1, 0, 0, 1, 1], [3, 'White', 'F', 3, '53', 'Police Category - Administrative', 1, 0, 0, 0, 0, 1, 1], [3, 'White', 'F', 3, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'F', 3, '53', 'Police Category - Administrative', 0, 0, 1, 0, 0, 1, 1], [3, 'White', 'F', 3, '53', 'Police Category - Administrative', 0, 0, 1, 0, 0, 1, 1], [3, 'White', 'F', 3, '53', 'Police Category - Administrative', 0, 1, 1, 0, 1, 0, 1], [3, 'White', 'F', 3, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'F', 3, '53', 'Police Category - Administrative', 1, 0, 0, 0, 0, 1, 1], [3, 'White', 'F', 3, '53', 'Police Category - Administrative', 1, 0, 1, 0, 0, 1, 1], [3, 'White', 'F', 3, '53', 'Police Category - Administrative', 0, 1, 0, 0, 0, 1, 1]]"
3,White,M,5,XX,Other Offence,0,0,0,0,0,1,"[[3, 'White', 'M', 5, '54', 'Other Offence', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 5, '42', 'Other Offence', 1, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 5, '53', 'Other Offence', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 5, '55', 'Other Offence', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 5, '51', 'Other Offence', 1, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 5, '31', 'Other Offence', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 5, '54', 'Other Offence', 0, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 5, '51', 'Other Offence', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 5, '53', 'Other Offence', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 5, '55', 'Other Offence', 1, 0, 0, 0, 0, 1, 1]]"
4,White,F,2,XX,Robbery/Theft,0,0,0,0,0,0,[]
1,White,M,6,13,Vehicle Related,0,0,0,0,0,0,"[[1, 'White', 'M', 6, '55', 'Vehicle Related', 1, 0, 1, 0, 1, 0, 1], [1, 'White', 'M', 6, '55', 'Vehicle Related', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 6, '55', 'Vehicle Related', 1, 0, 1, 0, 0, 0, 1], [1, 'White', 'M', 6, '55', 'Vehicle Related', 0, 0, 1, 0, 0, 0, 1], [1, 'White', 'M', 6, '55', 'Vehicle Related', 0, 0, 1, 0, 0, 1, 1], [1, 'White', 'M', 6, '55', 'Vehicle Related', 0, 0, 1, 0, 0, 0, 1], [1, 'White', 'M', 6, '55', 'Vehicle Related', 0, 0, 1, 0, 0, 1, 1], [1, 'White', 'M', 6, '55', 'Vehicle Related', 0, 0, 1, 1, 0, 0, 1], [1, 'White', 'M', 6, '55', 'Vehicle Related', 0, 0, 1, 0, 0, 0, 1], [1, 'White', 'M', 6, '55', 'Vehicle Related', 1, 1, 0, 0, 0, 1, 1]]"
3,White,M,2,41,Robbery & Theft,0,0,0,0,0,1,"[[3, 'White', 'M', 2, '52', 'Robbery & Theft', 0, 0, 0, 1, 0, 1, 1], [3, 'White', 'M', 2, '54', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 2, '51', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 2, '52', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 2, '33', 'Robbery & Theft', 0, 1, 0, 0, 0, 1, 1], [3, 'White', 'M', 2, '41', 'Robbery & Theft', 1, 0, 1, 0, 0, 1, 1], [3, 'White', 'M', 2, '41', 'Robbery & Theft', 0, 1, 0, 0, 0, 0, 1], [3, 'White', 'M', 2, '41', 'Robbery & Theft', 0, 1, 0, 0, 0, 1, 1], [3, 'White', 'M', 2, '12', 'Robbery & Theft', 0, 0, 0, 1, 0, 1, 1], [3, 'White', 'M', 2, '31', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1]]"
3,Unknown or Legacy,M,1,55,Sexual Related Crime,0,0,0,0,0,0,[]
1,White,M,2,22,Sexual Related Crimes & Crimes Against Children,0,0,0,0,0,0,"[[1, 'White', 'M', 2, '22', 'Sexual Related Crimes & Crimes Against Children', 0, 0, 0, 1, 0, 0, 1], [1, 'White', 'M', 2, '22', 'Sexual Related Crimes & Crimes Against Children', 1, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 2, '32', 'Sexual Related Crimes & Crimes Against Children', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 2, '52', 'Sexual Related Crimes & Crimes Against Children', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 2, '14', 'Sexual Related Crimes & Crimes Against Children', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 2, '43', 'Sexual Related Crimes & Crimes Against Children', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 2, '22', 'Sexual Related Crimes & Crimes Against Children', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 2, '52', 'Sexual Related Crimes & Crimes Against Children', 0, 0, 0, 1, 0, 0, 1], [1, 'White', 'M', 2, '22', 'Sexual Related Crimes & Crimes Against Children', 1, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 2, '22', 'Sexual Related Crimes & Crimes Against Children', 0, 0, 0, 0, 0, 0, 1]]"
4,White,M,1,XX,Vehicle Related (inc. Impaired),0,0,0,0,0,1,"[[4, 'White', 'M', 1, '52', 'Vehicle Related (inc. Impaired)', 0, 0, 0, 0, 0, 1, 1], [4, 'White', 'M', 1, '52', 'Vehicle Related (inc. Impaired)', 1, 0, 0, 0, 0, 1, 1], [4, 'White', 'M', 1, '23', 'Vehicle Related (inc. Impaired)', 0, 0, 0, 0, 0, 1, 1], [4, 'White', 'M', 1, '41', 'Vehicle Related (inc. Impaired)', 0, 0, 0, 0, 0, 1, 1], [4, 'White', 'M', 1, '23', 'Vehicle Related (inc. Impaired)', 0, 0, 0, 0, 0, 1, 1], [4, 'White', 'M', 1, '52', 'Vehicle Related (inc. Impaired)', 1, 0, 0, 0, 0, 1, 1], [4, 'White', 'M', 1, '23', 'Vehicle Related (inc. Impaired)', 1, 1, 0, 0, 0, 1, 1], [4, 'White', 'M', 1, '52', 'Vehicle Related (inc. Impaired)', 1, 0, 1, 0, 0, 1, 1], [4, 'White', 'M', 1, '23', 'Vehicle Related (inc. Impaired)', 0, 0, 0, 0, 0, 1, 1], [4, 'White', 'M', 1, '23', 'Vehicle Related (inc. Impaired)', 0, 0, 0, 0, 0, 0, 1]]"
3,White,M,5,51,LLA,0,0,0,0,0,1,[]
3,White,F,2,XX,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,"[[3, 'White', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1], [3, 'White', 'F', 2, '52', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 1, 1], [3, 'White', 'F', 2, '14', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1], [3, 'White', 'F', 2, '14', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1], [3, 'White', 'F', 2, '14', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'F', 2, '14', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 1, 0, 1, 1], [3, 'White', 'F', 2, '43', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 1, 1], [3, 'White', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1]]"
4,White,M,1,22,Robbery & Theft,0,0,0,0,0,1,"[[4, 'White', 'M', 1, '14', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [4, 'White', 'M', 1, '53', 'Robbery & Theft', 1, 0, 0, 0, 0, 1, 1], [4, 'White', 'M', 1, '53', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [4, 'White', 'M', 1, '53', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [4, 'White', 'M', 1, '43', 'Robbery & Theft', 0, 1, 0, 0, 0, 1, 1], [4, 'White', 'M', 1, '53', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [4, 'White', 'M', 1, '43', 'Robbery & Theft', 0, 0, 0, 1, 0, 1, 1], [4, 'White', 'M', 1, '43', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [4, 'White', 'M', 1, '51', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [4, 'White', 'M', 1, '43', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1]]"
0,Middle-Eastern,M,1,52,Police Category - Administrative,0,0,0,0,0,0,"[[0, 'Middle-Eastern', 'M', 1, '52', 'Police Category - Administrative', 1, 0, 1, 0, 0, 0, 1], [0, 'Middle-Eastern', 'M', 1, '52', 'Police Category - Administrative', 1, 0, 1, 0, 0, 1, 1], [0, 'Middle-Eastern', 'M', 1, '52', 'Police Category - Administrative', 0, 0, 1, 0, 0, 0, 1], [0, 'Middle-Eastern', 'M', 1, '52', 'Police Category - Administrative', 0, 0, 0, 0, 0, 0, 1], [0, 'Middle-Eastern', 'M', 1, '51', 'Police Category - Administrative', 1, 0, 0, 0, 0, 1, 1], [0, 'Middle-Eastern', 'M', 1, '52', 'Police Category - Administrative', 0, 0, 0, 0, 0, 1, 1], [0, 'Middle-Eastern', 'M', 1, '53', 'Police Category - Administrative', 1, 0, 0, 0, 0, 0, 1], [0, 'Middle-Eastern', 'M', 1, '52', 'Police Category - Administrative', 1, 0, 0, 0, 0, 0, 1], [0, 'Middle-Eastern', 'M', 1, '52', 'Police Category - Administrative', 1, 0, 0, 0, 0, 1, 1], [0, 'Middle-Eastern', 'M', 1, '52', 'Police Category - Administrative', 0, 0, 1, 0, 0, 1, 1]]"
3,White,M,4,XX,Warrant,0,0,0,0,0,1,"[[3, 'White', 'M', 4, '31', 'Warrant', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 4, '53', 'Warrant', 0, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 4, '42', 'Warrant', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 4, '55', 'Warrant', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 4, '11', 'Warrant', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 4, '41', 'Warrant', 0, 1, 0, 0, 0, 1, 1], [3, 'White', 'M', 4, '23', 'Warrant', 0, 0, 1, 0, 0, 1, 1], [3, 'White', 'M', 4, '22', 'Warrant', 0, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 4, '41', 'Warrant', 0, 0, 0, 1, 0, 1, 1], [3, 'White', 'M', 4, '22', 'Warrant', 0, 0, 0, 0, 0, 1, 1]]"
1,White,F,3,XX,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,"[[1, 'White', 'F', 3, '51', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'F', 3, '52', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 1, 1], [1, 'White', 'F', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'F', 3, '11', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1], [1, 'White', 'F', 3, '52', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1], [1, 'White', 'F', 3, '14', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'F', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 1, 1, 1], [1, 'White', 'F', 3, '52', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'F', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'F', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 1, 1]]"
3,White,M,5,55,Sexual Related Crimes & Crimes Against Children,0,0,0,0,0,1,"[[3, 'White', 'M', 5, '14', 'Sexual Related Crimes & Crimes Against Children', 1, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 5, '14', 'Sexual Related Crimes & Crimes Against Children', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 5, '53', 'Sexual Related Crimes & Crimes Against Children', 1, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 5, '55', 'Sexual Related Crimes & Crimes Against Children', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 5, '43', 'Sexual Related Crimes & Crimes Against Children', 1, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 5, '52', 'Sexual Related Crimes & Crimes Against Children', 1, 0, 0, 1, 0, 1, 1], [3, 'White', 'M', 5, '52', 'Sexual Related Crimes & Crimes Against Children', 0, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 5, '52', 'Sexual Related Crimes & Crimes Against Children', 0, 0, 1, 0, 0, 1, 1], [3, 'White', 'M', 5, '52', 'Sexual Related Crimes & Crimes Against Children', 1, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 5, '53', 'Sexual Related Crimes & Crimes Against Children', 0, 0, 0, 0, 0, 1, 1]]"
3,White,M,6,XX,Assault,0,0,0,0,0,1,"[[3, 'White', 'M', 6, '14', 'Assault', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 6, '14', 'Assault', 0, 0, 1, 0, 0, 1, 1], [3, 'White', 'M', 6, '14', 'Assault', 1, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 6, '52', 'Assault', 1, 0, 1, 0, 0, 1, 1], [3, 'White', 'M', 6, '52', 'Assault', 1, 0, 1, 0, 0, 0, 1], [3, 'White', 'M', 6, '14', 'Assault', 0, 0, 1, 0, 0, 0, 1], [3, 'White', 'M', 6, '14', 'Assault', 1, 0, 1, 0, 0, 1, 1], [3, 'White', 'M', 6, '53', 'Assault', 1, 0, 0, 0, 0, 1, 1]]"
3,White,F,2,14,Harassment/Threatening,0,0,0,0,0,0,[]
